Organisation,Acronym,Type,Groups,Sectors,Country,Website,Email,Phone,Phone2,Comments
Johanniter-Unfall-Hilfe,JUH,Verwaltung,Bundesgeschäftsstelle (BG),ADM,DE,,,,,Die Bundesgeschäftsstelle der Johanniter-Unfall-Hilfe
