Name,Type,Organisation,Building,Address,Postcode,Country,L1,L2,L3,L4,Lat,Lon,Phone,Phone1,Email,Website,Comments
AfA Trier,Unterkunftsgebäude,AfA Trier,,Dasbachstr. 19,54292,DE,Rheinland-Pfalz,Trier,Trier,,49.7707,6.67420,,,,,
